urba_club_id,nombre_institucion,nombre_equipo,sufijo,categoria,divisiones,anios,veces,g22_club_id,g22_nombre,g22_union,estado,confianza
17,Deportiva Francesa,Deportiva Francesa,,mayores,PRIMERA A - Superior | Primera A - Superior,2021 2022 2023 2024 2025 2026,6,deportiva-francesa,Deportiva Francesa,urba,existe,exacto
37,Don Bosco,Don Bosco,,mayores,PRIMERA B - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,don-bosco,Don Bosco,urba,existe,exacto
48,El Retiro,El Retiro,,mayores,Primera C - Play Off | Primera C - Superior | SEGUNDA - Superior,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
86,Ezeiza,Ezeiza,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Tercera - Superior,2021 2023 2024 2025 2026,5,,,,club_no_existe,ninguna
87,Floresta,Floresta,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Desarrollo - Superior - Clasificación | Desarrollo - Superior - Torneo final A,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
59,G y E de Ituzaingo,G y E de Ituzaingo,,mayores,Primera A -  Pre-Desarrollo | Segunda | Segunda - Play Off | Segunda - Superior | TERCERA - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,8,,,,club_no_existe,ninguna
30,Gimnasia y Esgrima,Gimnasia y Esgrima Bs. As,,mayores,PRIMERA A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,gimnasia-y-esgrima-de-rosario / gimnasia-y-esgrima-de-pergamino,Gimnasia y Esgrima de Rosario / Gimnasia y Esgrima de Pergamino,a37639f8-197c-44c6-a095-2f16f40d7b04 / a37639f8-197c-44c6-a095-2f16f40d7b04,ambiguo,parcial
30,Gimnasia y Esgrima,Gimnasia y Esgrima C,C,mayores,Primera A -  Pre-Desarrollo,2025,1,gimnasia-y-esgrima-de-rosario / gimnasia-y-esgrima-de-pergamino,Gimnasia y Esgrima de Rosario / Gimnasia y Esgrima de Pergamino,a37639f8-197c-44c6-a095-2f16f40d7b04 / a37639f8-197c-44c6-a095-2f16f40d7b04,ambiguo,parcial
6,Hindú,Hindú,,mayores,TOP 12 - Superior | TOP 14 - Superior | Top 12 - Superior | Top 12 - Superior - Zona A - Segunda Rueda | Top 13 - Superior - Clasificación | Top 13 - Superior - Final | Top 13 - Superior - Semifinal,2021 2022 2023 2024 2025 2026,9,hindu-club,Hindú Club,urba,existe,exacto
19,Hurling,Hurling,,mayores,PRIMERA A - Superior | Primera A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,hurling,Hurling,urba,existe,exacto
28,Italiano,Italiano,,mayores,PRIMERA B - Superior | Primera B - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,6,club-italiano,Club Italiano,urba,existe,exacto
13,La Plata,La Plata,,mayores,Primera A - Superior | TOP 12 - Superior | TOP 14 - Superior | Top 12 - Superior,2021 2022 2023 2024 2025 2026,6,la-plata,La Plata,urba,existe,exacto
64,La Salle,La Salle Rugby y Hockey Club,,mayores,SEGUNDA - Superior | Segunda | Segunda - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
51,Lanus,Lanus,,mayores,PRIMERA C - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,6,lanus-r-c,Lanús R.C.,urba,existe,exacto
73,Las Cañas,Las Cañas,,mayores,SEGUNDA - Superior | Segunda | Segunda - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
36,Liceo Militar,Liceo Militar,,mayores,PRIMERA B - Superior | Primera B - Play Off | Primera B - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,7,liceo-militar,Liceo Militar,urba,existe,exacto
36,Liceo Militar,Liceo Militar B,B,mayores,Primera A -  Pre-Desarrollo,2025,1,liceo-militar,Liceo Militar,urba,existe,exacto
38,Liceo Naval,Liceo Naval,,mayores,PRIMERA B - Superior | Primera A - Play Off | Primera B - Superior,2021 2022 2023 2024 2025 2026,7,liceo-naval,Liceo Naval,urba,existe,exacto
15,Lomas Athletic,Lomas Athletic,,mayores,PRIMERA A - Superior | Primera A - Superior,2021 2022 2023 2024 2025 2026,6,lomas-athletic,Lomas Athletic,urba,existe,exacto
78,Los Cedros,Los Cedros,,mayores,Segunda | Segunda - Play Off | Segunda - Superior | TERCERA - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
23,Los Matreros,Los Matreros,,mayores,Primera A - Superior | TOP 14 - Superior,2021 2022 2023 2024 2025 2026,6,los-matreros,Los Matreros,urba,existe,exacto
65,Los Molinos,Los Molinos,,mayores,PRIMERA C - Superior | Primera A -  Pre-Desarrollo | Segunda - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,7,los-molinos,Los Molinos,urba,existe,exacto
79,Los Pinos,Los Pinos,,mayores,SEGUNDA - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
26,Los Tilos,Los Tilos,,mayores,Primera A - Superior | TOP 12 - Superior | TOP 14 - Superior | Top 12 - Superior | Top 13 - Superior - Clasificación,2021 2022 2023 2024 2025 2026,6,los-tilos,Los Tilos,urba,existe,exacto
50,Lujan,Lujan,,mayores,PRIMERA C - Superior | Primera B - Play Off | Primera B - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,7,lujan-r-c,Lujan R.C.,urba,existe,exacto
34,Manuel Belgrano,Manuel Belgrano,,mayores,PRIMERA B - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,manuel-belgrano,Manuel Belgrano,urba,existe,exacto
82,Marcos Paz,Marcos Paz,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Desarrollo - Superior - Clasificación | Desarrollo - Superior - Torneo final A,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
39,Mariano Moreno,Mariano Moreno,,mayores,PRIMERA B - Superior | Primera A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,mariano-moreno,Mariano Moreno,urba,existe,exacto
39,Mariano Moreno,Mariano Moreno C,C,mayores,Primera A -  Pre-Desarrollo,2025,1,mariano-moreno,Mariano Moreno,urba,existe,exacto
47,Mercedes,Mercedes,,mayores,Primera C - Superior | SEGUNDA - Superior | Segunda | Segunda - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
41,Monte Grande,Monte Grande,,mayores,PRIMERA B - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,6,monte-grande,Monte Grande,urba,existe,exacto
41,Monte Grande,Monte Grande B,B,mayores,Primera A -  Pre-Desarrollo,2025,1,monte-grande,Monte Grande,urba,existe,exacto
91,Municipalidad de Berazategui,Municipalidad De Berazategui,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Desarrollo - Superior - Clasificación | Desarrollo - Superior - Torneo final A,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
9,Newman,Newman,,mayores,TOP 12 - Superior | TOP 14 - Superior | Top 12 - Superior | Top 12 - Superior - Zona A - Segunda Rueda | Top 13 - Superior - Clasificación | Top 13 - Superior - Semifinal,2021 2022 2023 2024 2025 2026,8,club-newman,Club Newman,urba,existe,exacto
90,Obras Sanitarias,Obras Sanitarias,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Desarrollo - Superior - Clasificación | Desarrollo - Superior - Torneo final B,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
66,Old Georgian,Old Georgian,,mayores,Primera C - Superior | SEGUNDA - Superior | Segunda - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
22,Olivos,Olivos,,mayores,PRIMERA A - Superior | Primera A - Superior,2021 2022 2023 2024 2025 2026,6,olivos-r-c,Olivos R.C.,urba,existe,exacto
85,Pac General Rodriguez,Pac General Rodriguez,,mayores,Desarrollo - Superior | Desarrollo - Superior - Clasificación | Desarrollo - Superior - Torneo final B | TERCERA - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
70,Porteño,Porteño,,mayores,TERCERA - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
16,Pucara,Pucara,,mayores,PRIMERA A - Superior | Primera A - Superior | Top 12 - Superior | Top 12 - Superior - Zona A - Segunda Rueda | Top 13 - Superior - Clasificación,2021 2022 2023 2024 2025 2026,7,club-pucara,Club Pucará,urba,existe,exacto
25,Pueyrredon,Pueyrredon,,mayores,PRIMERA A - Superior | Primera A - Superior | TOP 12 - Play Off,2021 2022 2023 2024 2025 2026,7,pueyrredon,Pueyrredón,urba,existe,exacto
4,Regatas Bella Vista,Regatas Bella Vista,,mayores,Primera A - Superior | TOP 12 - Superior | TOP 14 - Superior | Top 12 - Superior | Top 12 - Superior - Zona A - Segunda Rueda | Top 13 - Superior - Clasificación,2021 2022 2023 2024 2025 2026,7,regatas-de-bella-vista,Regatas de Bella Vista,urba,existe,exacto
88,Rivadavia de Lobos,Rivadavia de Lobos,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Desarrollo - Superior - Clasificación | Desarrollo - Superior - Torneo final B,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
14,San Albano,San Albano,,mayores,PRIMERA A - Superior | Primera A - Play Off | Primera A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,10,san-albano,San Albano,urba,existe,exacto
31,San Andres,San Andres,,mayores,PRIMERA A - Superior | Primera A - Superior | Primera B - Superior,2024 2025 2026,3,san-andres,San Andrés,urba,existe,exacto
35,San Carlos,San Carlos,,mayores,PRIMERA C - Superior | Primera A - Superior | Primera B - Play Off | Primera B - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,7,san-carlos,San Carlos,urba,existe,exacto
35,San Carlos,San Carlos B,B,mayores,Primera A -  Pre-Desarrollo,2025,1,san-carlos,San Carlos,urba,existe,exacto
18,San Cirano,San Cirano,,mayores,PRIMERA A - Superior | Primera A - Superior | Primera B - Superior | TOP 12 - Play Off,2021 2022 2023 2024 2025 2026,7,san-cirano,San Cirano,urba,existe,exacto
32,San Fernando,San Fernando,,mayores,PRIMERA A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,san-fernando,San Fernando,urba,existe,exacto
83,San Jose,San Jose,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,6,san-jose,San José,union-de-rugby-de-paraguay,existe,exacto
5,San Luis,San Luis,,mayores,PRIMERA A - Superior | TOP 12 - Play Off | TOP 12 - Superior | Top 12 - Superior | Top 12 - Superior - Zona A - Segunda Rueda | Top 13 - Superior - Clasificación,2021 2022 2023 2024 2025 2026,8,san-luis,San Luis,urba,existe,exacto
57,San Marcos,San Marcos,,mayores,SEGUNDA - Superior | Segunda | Segunda - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
20,San Martin,San Martin,,mayores,PRIMERA B - Superior | Primera A - Play Off | Primera A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,7,san-martin,San Martín,urba,existe,exacto
20,San Martin,San Martin C,C,mayores,Primera A -  Pre-Desarrollo,2025,1,san-martin,San Martín,urba,existe,exacto
56,San Miguel,San Miguel,,mayores,PRIMERA C - Superior | Primera C - Play Off | Segunda | Segunda - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,7,san-miguel-r-c,San Miguel R.C.,urba,existe,exacto
21,San Patricio,San Patricio,,mayores,PRIMERA B - Superior | Primera A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,club-san-patricio,Club San Patricio,urba,existe,exacto
1,SIC,SIC,,mayores,TOP 12 - Superior | TOP 14 - Superior | Top 12 - Superior | Top 13 - Superior - Clasificación | Top 13 - Superior - Final | Top 13 - Superior - Semifinal,2021 2022 2023 2024 2025 2026,8,san-isidro-club,San Isidro Club,urba,existe,exacto
43,SITAS,SITAS,,mayores,PRIMERA C - Superior | Primera B - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,6,sitas,SITAS,urba,existe,exacto
43,SITAS,SITAS B,B,mayores,Primera A -  Pre-Desarrollo,2025,1,sitas,SITAS,urba,existe,exacto
81,Sociedad Hebraica,Sociedad Hebraica,,mayores,DESARROLLO - Superior | Desarrollo - Superior | Desarrollo - Superior - Clasificación | Desarrollo - Superior - Torneo final B,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
58,St. Brendans,St. Brendans,,mayores,PRIMERA C - Superior | Primera C - Superior | Segunda | Segunda - Superior,2021 2022 2023 2024 2025 2026,6,st-brendan-s,St. Brendan's,urba,existe,exacto
72,Tigre,Tigre,,mayores,Primera C - Play Off | SEGUNDA - Superior | Segunda | Segunda - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
69,Tiro Federal de Baradero,Tiro Federal de Baradero,,mayores,TERCERA - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,6,tiro-federal-salta,Tiro Federal Salta,4263f793-04d6-4dd9-9b43-b7e9823bf721,ambiguo,parcial
62,Tiro Federal de San Pedro,Tiro Federal de San Pedro,,mayores,SEGUNDA - Superior | Segunda | Segunda - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
96,UCA la Plata,UCA la Plata,,mayores,Top 12 - Superior - Zona B - Segunda Rueda,2021,1,,,,club_no_existe,ninguna
106,Univ. Nac de la Matanza,Universidad de la Matanza,,mayores,Top 12 - Superior - Zona B - Segunda Rueda,2021,1,,,,club_no_existe,ninguna
95,Univ. Nac de la Plata,Univ. Nac. De la Plata,,mayores,Top 12 - Superior - Zona B - Segunda Rueda,2021,1,,,,club_no_existe,ninguna
29,Universitario de la Plata,Universitario de La Plata,,mayores,PRIMERA A - Superior | Primera A - Superior | Primera B - Superior,2021 2022 2023 2024 2025 2026,6,universitario-de-la-plata,Universitario de La Plata,urba,existe,exacto
68,Varela Jr.,Varela Jr.,,mayores,SEGUNDA - Superior | Segunda - Superior | Tercera - Superior,2021 2022 2023 2024 2025 2026,6,,,,club_no_existe,ninguna
77,Vicente Lopez,Vicente Lopez,,mayores,SEGUNDA - Superior | Segunda - Play Off | Tercera - Superior,2021 2022 2023 2024 2025 2026,7,,,,club_no_existe,ninguna
45,Vicentinos,Vicentinos,,mayores,PRIMERA B - Superior | Primera B - Superior | Primera C - Superior,2021 2022 2023 2024 2025 2026,6,vicentinos,Vicentinos,urba,existe,exacto
45,Vicentinos,Vicentinos B,B,mayores,Primera A -  Pre-Desarrollo,2025,1,vicentinos,Vicentinos,urba,existe,exacto
55,Virreyes,Virreyes,,mayores,PRIMERA C - Superior | Primera C - Superior | Segunda - Superior,2021 2022 2023 2024 2025 2026,6,virreyes-r-c,VIrreyes R.C.,urba,existe,exacto
12,Alumni,Alumni,,preintermedia,TOP 12 - PreIntermedia A | TOP 14 - Preintermedia | Top 12 - PreIntermedia - Zona A - Segunda Rueda | Top 12 - Preintermedia - Clasificación | Top 12 - Preintermedia A | Top 13 - Preintermedia A,2021 2022 2023 2024 2025 2026,7,asoc-alumni,Asoc. Alumni,urba,existe,exacto
12,Alumni,Alumni B,B,preintermedia,TOP 12 - PreIntermedia B | TOP 14 - Preintermedia B | Top 12 - PreIntermedia - Zona B - Segunda Rueda | Top 12 - PreIntermedia B - Zona A - Segunda Rueda | Top 12 - Preintermedia B | Top 13 - Preintermedia B,2021 2022 2023 2024 2025 2026,7,asoc-alumni,Asoc. Alumni,urba,existe,exacto
12,Alumni,Alumni C,C,preintermedia,TOP 12 - PreIntermedia C | TOP 14 - Preintermedia C | Top 12 - Preintermedia C | Top 13 - Preintermedia C,2022 2023 2024 2025 2026,5,asoc-alumni,Asoc. Alumni,urba,existe,exacto
12,Alumni,Alumni D,D,preintermedia,TOP 12 - PreIntermedia D | TOP 14 - Preintermedia D | Top 12 - Preintermedia D | Top 13 - Preintermedia D,2022 2023 2024 2025 2026,5,asoc-alumni,Asoc. Alumni,urba,existe,exacto
12,Alumni,Alumni E,E,preintermedia,TOP 12 - PreIntermedia D | TOP 12 - PreIntermedia E | TOP 14 - Preintermedia E,2024 2025 2026,3,asoc-alumni,Asoc. Alumni,urba,existe,exacto
12,Alumni,Alumni F,F,preintermedia,TOP 12 - PreIntermedia E | TOP 14 - Preintermedia F,2025 2026,2,asoc-alumni,Asoc. Alumni,urba,existe,exacto
46,Areco,Areco,,preintermedia,PRIMERA C - Preintermedia | Primera C - PreIntermedia A | Primera C - Preintermedia | Primera C - Preintermedia A,2022 2023 2024 2025 2026,5,club-areco,Club Areco,urba,existe,exacto
53,Argentino,Argentino,,preintermedia,PRIMERA B - Preintermedia | Primera B - PreIntermedia A | Primera C - PreIntermedia A | Primera C - Preintermedia A,2023 2024 2025 2026,4,argentino-r-c,Argentino R.C.,urba,existe,exacto
53,Argentino,Argentino A,A,preintermedia,Top 13 - Preintermedia D,2022,1,argentino-r-c,Argentino R.C.,urba,existe,exacto
53,Argentino,Argentino B,B,preintermedia,PRIMERA B - Preintermedia B | Primera A - PreIntermedia Desarrollo | Primera B - PreIntermedia B,2024 2025 2026,3,argentino-r-c,Argentino R.C.,urba,existe,exacto
53,Argentino,Argentino C,C,preintermedia,PRIMERA B - Preintermedia C,2026,1,argentino-r-c,Argentino R.C.,urba,existe,exacto
10,Atlético del Rosario,Atletico del Rosario,,preintermedia,Primera A - PreIntermedia A | TOP 12 - PreIntermedia A | TOP 14 - Preintermedia | Top 12 - Preintermedia A | Top 13 - Preintermedia A,2022 2023 2024 2025 2026,5,atletico-del-rosario,Atlético del Rosario,urba,existe,exacto
10,Atlético del Rosario,Atletico del Rosario B,B,preintermedia,Primera A - PreIntermedia B | TOP 12 - PreIntermedia B | TOP 14 - Preintermedia B | Top 12 - Preintermedia B | Top 13 - Preintermedia B,2022 2023 2024 2025 2026,5,atletico-del-rosario,Atlético del Rosario,urba,existe,exacto
10,Atlético del Rosario,Atletico del Rosario C,C,preintermedia,Primera A - PreIntermedia C | TOP 12 - PreIntermedia C | TOP 14 - Preintermedia C | Top 12 - Preintermedia C,2023 2024 2025 2026,4,atletico-del-rosario,Atlético del Rosario,urba,existe,exacto
10,Atlético del Rosario,Atletico del Rosario D,D,preintermedia,TOP 14 - Preintermedia D,2026,1,atletico-del-rosario,Atlético del Rosario,urba,existe,exacto
63,Atletico y Progreso,Atletico y Progreso,,preintermedia,Primera C - Preintermedia | Primera C - Preintermedia A,2022 2023,2,,,,club_no_existe,ninguna
40,Banco Nacion,Banco Nacion,,preintermedia,PRIMERA B - Preintermedia | Primera A - Preintermedia A | Primera B - PreIntermedia A,2022 2023 2024 2025 2026,5,banco-nacion,Banco Nación,urba,existe,exacto
40,Banco Nacion,Banco Nacion B,B,preintermedia,PRIMERA B - Preintermedia B | Primera A - Preintermedia B | Primera B - PreIntermedia B,2022 2024 2025 2026,4,banco-nacion,Banco Nación,urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic,,preintermedia,TOP 12 - PreIntermedia A | TOP 14 - Preintermedia | Top 12 - PreIntermedia B - Zona B - Segunda Rueda | Top 12 - Preintermedia - Clasificación | Top 12 - Preintermedia - Semifinal | Top 12 - Preintermedia A | Top 13 - Preintermedia A | Top 13 - Preintermedia A - Semifinal,2021 2022 2023 2024 2025 2026,9,belgrano-athletic,Belgrano Athletic,urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic B,B,preintermedia,TOP 12 - PreIntermedia B | TOP 14 - Preintermedia B | Top 12 - PreIntermedia - Zona B - Segunda Rueda | Top 12 - Preintermedia B | Top 12 - Preintermedia B - Clasificación | Top 13 - Preintermedia B | Top 13 - Preintermedia B - Final | Top 13 - Preintermedia B - Semifinal,2021 2022 2023 2024 2025 2026,9,belgrano-athletic,Belgrano Athletic,urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic C,C,preintermedia,TOP 12 - PreIntermedia C | TOP 14 - Preintermedia C | Top 12 - Preintermedia C | Top 13 - Preintermedia C,2022 2023 2024 2025 2026,5,belgrano-athletic,Belgrano Athletic,urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic D,D,preintermedia,TOP 12 - PreIntermedia D | TOP 14 - Preintermedia D | Top 12 - Preintermedia D | Top 13 - Preintermedia D,2022 2023 2024 2025 2026,5,belgrano-athletic,Belgrano Athletic,urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic E,E,preintermedia,TOP 12 - PreIntermedia E | TOP 14 - Preintermedia E,2025 2026,2,belgrano-athletic,Belgrano Athletic,urba,existe,exacto
7,Belgrano Athletic,Belgrano Athletic F,F,preintermedia,TOP 14 - Preintermedia F,2026,1,belgrano-athletic,Belgrano Athletic,urba,existe,exacto
8,Buenos Aires CRC,Buenos Aires CRC,,preintermedia,TOP 12 - PreIntermedia A | TOP 14 - Preintermedia | Top 12 - PreIntermedia B - Zona B - Segunda Rueda | Top 12 - Preintermedia - Clasificación | Top 12 - Preintermedia - Semifinal | Top 12 - Preintermedia A | Top 13 - Preintermedia A,2021 2022 2023 2024 2025 2026,8,buenos-aires-crc,Buenos Aires CRC,urba,existe,exacto
8,Buenos Aires CRC,Buenos Aires CRC B,B,preintermedia,TOP 12 - PreIntermedia B | TOP 14 - Preintermedia B | Top 12 - Preintermedia B | Top 13 - Preintermedia B,2022 2023 2024 2025 2026,5,buenos-aires-crc,Buenos Aires CRC,urba,existe,exacto
8,Buenos Aires CRC,Buenos Aires CRC C,C,preintermedia,TOP 12 - PreIntermedia C | TOP 14 - Preintermedia C | Top 12 - Preintermedia C | Top 13 - Preintermedia C,2022 2023 2024 2025 2026,5,buenos-aires-crc,Buenos Aires CRC,urba,existe,exacto
8,Buenos Aires CRC,Buenos Aires D,D,preintermedia,TOP 12 - PreIntermedia D | TOP 14 - Preintermedia D | Top 12 - Preintermedia D,2023 2024 2025 2026,4,buenos-aires-crc,Buenos Aires CRC,urba,existe,exacto
8,Buenos Aires CRC,Buenos Aires C&RC E,E,preintermedia,TOP 14 - Preintermedia E,2026,1,buenos-aires-crc,Buenos Aires CRC,urba,existe,exacto
27,C.U. de Quilmes,C.U. de Quilmes,,preintermedia,PRIMERA B - Preintermedia | Primera B - PreIntermedia A | Primera B - Preintermedia A | Primera C - Preintermedia,2022 2023 2024 2025 2026,5,cuq,CUQ,urba,existe,exacto
27,C.U. de Quilmes,C.U. de Quilmes B,B,preintermedia,PRIMERA B - Preintermedia B | Primera B - PreIntermedia B | Primera B - Preintermedia B,2023 2024 2025 2026,4,cuq,CUQ,urba,existe,exacto
27,C.U. de Quilmes,C.U. de Quilmes C,C,preintermedia,Desarrollo - Preintermedia | Primera A - PreIntermedia Desarrollo,2023 2024,2,cuq,CUQ,urba,existe,exacto
49,CASA de Padua,CASA de Padua,,preintermedia,PRIMERA C - Preintermedia | Primera C - PreIntermedia A | Primera C - Preintermedia | Primera C - Preintermedia A,2022 2023 2024 2025 2026,5,casa-de-padua,CASA de Padua,urba,existe,exacto
49,CASA de Padua,CASA de Padua B,B,preintermedia,PRIMERA C - Preintermedia B,2026,1,casa-de-padua,CASA de Padua,urba,existe,exacto
3,CASI,CASI,,preintermedia,TOP 12 - PreIntermedia A | TOP 14 - Preintermedia | Top 12 - PreIntermedia B - Zona B - Segunda Rueda | Top 12 - Preintermedia - Clasificación | Top 12 - Preintermedia - Semifinal | Top 12 - Preintermedia A | Top 13 - Preintermedia A,2021 2022 2023 2024 2025 2026,8,casi,CASI,urba,existe,exacto
3,CASI,CASI B,B,preintermedia,TOP 12 - PreIntermedia B | TOP 14 - Preintermedia B | Top 12 - PreIntermedia - Zona B - Segunda Rueda | Top 12 - Preintermedia B | Top 12 - Preintermedia B - Clasificación | Top 13 - Preintermedia B | Top 13 - Preintermedia B - Semifinal,2021 2022 2023 2024 2025 2026,8,casi,CASI,urba,existe,exacto
3,CASI,CASI C,C,preintermedia,TOP 12 - PreIntermedia C | TOP 14 - Preintermedia C | Top 12 - Preintermedia C | Top 13 - Preintermedia C | Top 13 - Preintermedia C - Semifinal,2022 2023 2024 2025 2026,6,casi,CASI,urba,existe,exacto
3,CASI,CASI D,D,preintermedia,TOP 12 - PreIntermedia D | TOP 14 - Preintermedia D | Top 12 - Preintermedia D | Top 13 - Preintermedia D,2022 2023 2024 2025 2026,5,casi,CASI,urba,existe,exacto
3,CASI,CASI E,E,preintermedia,Desarrollo - Preintermedia | TOP 14 - Preintermedia E,2023 2026,2,casi,CASI,urba,existe,exacto
3,CASI,CASI F,F,preintermedia,TOP 14 - Preintermedia F,2026,1,casi,CASI,urba,existe,exacto
42,Centro Naval,Centro Naval,,preintermedia,PRIMERA C - Preintermedia | Primera C - PreIntermedia A | Primera C - Preintermedia | Primera C - Preintermedia A,2022 2023 2024 2025 2026,5,centro-naval,Centro Naval,urba,existe,exacto
42,Centro Naval,Centro Naval B,B,preintermedia,PRIMERA C - Preintermedia B,2026,1,centro-naval,Centro Naval,urba,existe,exacto
11,Champagnat,Champagnat,,preintermedia,Primera A - PreIntermedia A | Primera A - Preintermedia A | TOP 12 - PreIntermedia A | TOP 14 - Preintermedia,2022 2023 2024 2025 2026,5,club-champagnat,Club Champagnat,urba,existe,exacto
11,Champagnat,Champagnat B,B,preintermedia,Primera A - PreIntermedia B | Primera A - Preintermedia B | TOP 12 - PreIntermedia B | TOP 14 - Preintermedia B,2021 2022 2023 2024 2025 2026,6,club-champagnat,Club Champagnat,urba,existe,exacto
11,Champagnat,Champagnat C,C,preintermedia,Primera A - PreIntermedia C | Primera A - Preintermedia C | TOP 12 - PreIntermedia C | TOP 14 - Preintermedia C | Top 13 - Preintermedia D | Top 13 - Preintermedia D - Final | Top 13 - Preintermedia D - Semifinal,2022 2023 2024 2025 2026,7,club-champagnat,Club Champagnat,urba,existe,exacto
11,Champagnat,Champagnat D,D,preintermedia,Desarrollo - Preintermedia | Primera A - PreIntermedia D | TOP 12 - PreIntermedia D | TOP 14 - Preintermedia D,2023 2024 2025 2026,4,club-champagnat,Club Champagnat,urba,existe,exacto
11,Champagnat,Champagnat E,E,preintermedia,Primera A - PreIntermedia D | TOP 14 - Preintermedia E,2025 2026,2,club-champagnat,Club Champagnat,urba,existe,exacto
11,Champagnat,Champagnat F,F,preintermedia,TOP 14 - Preintermedia F,2026,1,club-champagnat,Club Champagnat,urba,existe,exacto
54,Ciudad de Bs.As.,Ciudad de Bs.As.,,preintermedia,PRIMERA C - Preintermedia | Primera B - Preintermedia A | Primera C - PreIntermedia A,2022 2023 2024 2025 2026,5,ciudad-de-buenos-aires,Ciudad de Buenos Aires,urba,existe,exacto
54,Ciudad de Bs.As.,Ciudad de Bs.As. B,B,preintermedia,PRIMERA C - Preintermedia B,2026,1,ciudad-de-buenos-aires,Ciudad de Buenos Aires,urba,existe,exacto
2,CUBA,CUBA,,preintermedia,TOP 12 - PreIntermedia A | TOP 14 - Preintermedia | Top 12 - PreIntermedia B - Zona B - Segunda Rueda | Top 12 - Preintermedia - Clasificación | Top 12 - Preintermedia - Semifinal | Top 12 - Preintermedia A | Top 13 - Preintermedia A | Top 13 - Preintermedia A - Final | Top 13 - Preintermedia A - Semifinal,2021 2022 2023 2024 2025 2026,10,cuba,CUBA,urba,existe,exacto
2,CUBA,CUBA B,B,preintermedia,TOP 12 - PreIntermedia B | TOP 14 - Preintermedia B | Top 12 - PreIntermedia - Zona B - Segunda Rueda | Top 12 - Preintermedia B | Top 12 - Preintermedia B - Clasificación | Top 13 - Preintermedia B | Top 13 - Preintermedia B - Final | Top 13 - Preintermedia B - Semifinal,2021 2022 2023 2024 2025 2026,9,cuba,CUBA,urba,existe,exacto
