prioridad,tipo,urba_club_id,nombre,categoria,sufijo,union_id,sport,logo_url,id_sugerido,institucion_padre_urba_id,anios,veces,motivo
2,equipo_juvenil,26,"Los Tilos M17 ""C""",M17,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lostilos.png,los-tilos-m17-c,26,2022 2024 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,26,"Los Tilos M17 ""D""",M17,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lostilos.png,los-tilos-m17-d,26,2024,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,26,"Los Tilos M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lostilos.png,los-tilos-m18-a,26,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,26,"Los Tilos M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lostilos.png,los-tilos-m18-b,26,2021,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,26,"Los Tilos M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lostilos.png,los-tilos-m19-c,26,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,26,"Los Tilos M19 ""D""",M19,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lostilos.png,los-tilos-m19-d,26,2024 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,26,Los Tilos M22,M22,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lostilos.png,los-tilos-m22,26,2024 2025 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,Lujan R.C. M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m15,50,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,Lujan R.C. M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m16,50,2021 2023 2024 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m16-a,50,2025,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m16-b,50,2025,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,Lujan R.C. M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m17,50,2022 2023 2024 2025,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M17 ""A""",M17,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m17-a,50,2026,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M17 ""B""",M17,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m17-b,50,2026,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,Lujan R.C. M18,M18,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m18,50,2021,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m18-a,50,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m18-b,50,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,Lujan R.C. M19,M19,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m19,50,2023 2024 2025,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M19 ""A""",M19,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m19-a,50,2022 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,50,"Lujan R.C. M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/lujan.png,lujan-r-c-m19-b,50,2022 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,Manuel Belgrano M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m15,34,2023 2024 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m15-a,34,2021 2022 2023 2024 2025,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m15-b,34,2021 2022 2023 2024 2025,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m16-a,34,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m16-b,34,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,Manuel Belgrano M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m17,34,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M17 ""A""",M17,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m17-a,34,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M17 ""B""",M17,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m17-b,34,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m18-a,34,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m18-b,34,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M19 ""A""",M19,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m19-a,34,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m19-b,34,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,34,"Manuel Belgrano M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/manuelbelgrano.png,manuel-belgrano-m19-c,34,2026,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,Mariano Moreno M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m15,39,2021 2022 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m15-a,39,2022 2023 2024 2025,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m15-b,39,2022 2023 2024 2025,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,Mariano Moreno M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m16,39,2022,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m16-a,39,2021 2023 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m16-b,39,2021 2023 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,Mariano Moreno M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m17,39,2023,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M17 ""A""",M17,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m17-a,39,2021 2022 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M17 ""B""",M17,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m17-b,39,2021 2022 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m18-a,39,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m18-b,39,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M19 ""A""",M19,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m19-a,39,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m19-b,39,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m19-c,39,2022,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M20 ""A""",M20,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m20-a,39,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,39,"Mariano Moreno M20 ""B""",M20,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/marianomoreno.png,mariano-moreno-m20-b,39,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,Monte Grande M15,M15,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m15,41,2021 2025,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,"Monte Grande M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m15-a,41,2023 2024 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,"Monte Grande M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m15-b,41,2023 2024 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,Monte Grande M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m16,41,2021 2022 2025 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,"Monte Grande M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m16-a,41,2024,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,"Monte Grande M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m16-b,41,2024,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,Monte Grande M17,M17,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m17,41,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,Monte Grande M18,M18,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m18,41,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,Monte Grande M19,M19,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m19,41,2025,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,"Monte Grande M19 ""A""",M19,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m19-a,41,2022 2023 2024 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,41,"Monte Grande M19 ""B""",M19,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/montegrande.png,monte-grande-m19-b,41,2022 2023 2024 2026,7,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m15-a,9,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m15-b,9,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M15 ""C""",M15,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m15-c,9,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M15 ""D""",M15,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m15-d,9,2021 2023 2025,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m16-a,9,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m16-b,9,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M16 ""C""",M16,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m16-c,9,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M16 ""D""",M16,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m16-d,9,2025 2026,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M17 ""C""",M17,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m17-c,9,2021 2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m18-a,9,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m18-b,9,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m19-c,9,2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M19 ""D""",M19,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m19-d,9,2022 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M19 ""E""",M19,E,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m19-e,9,2025 2026,4,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M20 ""A""",M20,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m20-a,9,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,"Club Newman M20 ""B""",M20,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m20-b,9,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,9,Club Newman M22,M22,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/newman.png,club-newman-m22,9,2024 2025 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m15-a,22,2021 2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m15-b,22,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M15 ""C""",M15,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m15-c,22,2023 2026,3,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,Olivos R.C. M16,M16,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m16,22,2021,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m16-a,22,2022 2023 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m16-b,22,2022 2023 2024 2025 2026,9,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M17 ""A""",M17,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m17-a,22,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M17 ""B""",M17,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m17-b,22,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m18-a,22,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m18-b,22,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,"Olivos R.C. M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m19-c,22,2023 2024 2025,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,22,Olivos R.C. M20,M20,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/olivos.png,olivos-r-c-m20,22,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m15-a,16,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m15-b,16,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M15 ""C""",M15,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m15-c,16,2022 2023 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M16 ""A""",M16,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m16-a,16,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M16 ""B""",M16,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m16-b,16,2021 2022 2023 2024 2025 2026,11,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M16 ""C""",M16,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m16-c,16,2024 2025 2026,5,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M17 ""C""",M17,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m17-c,16,2022 2023 2025 2026,6,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M17 ""D""",M17,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m17-d,16,2026,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M18 ""A""",M18,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m18-a,16,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M18 ""B""",M18,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m18-b,16,2021,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M19 ""C""",M19,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m19-c,16,2023 2024 2025 2026,8,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M19 ""D""",M19,D,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m19-d,16,2026,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M20 ""A""",M20,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m20-a,16,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M20 ""B""",M20,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m20-b,16,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,"Club Pucará M20 ""C""",M20,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m20-c,16,2021,2,la institución existe; el equipo juvenil no
2,equipo_juvenil,16,Club Pucará M22,M22,"",urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pucara.png,club-pucara-m22,16,2024,1,la institución existe; el equipo juvenil no
2,equipo_juvenil,25,"Pueyrredón M15 ""A""",M15,A,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pueyrredon.png,pueyrredon-m15-a,25,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,25,"Pueyrredón M15 ""B""",M15,B,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pueyrredon.png,pueyrredon-m15-b,25,2021 2022 2023 2024 2025 2026,10,la institución existe; el equipo juvenil no
2,equipo_juvenil,25,"Pueyrredón M15 ""C""",M15,C,urba,rugby,https://urbaimagenes-cddyfadwc8dqcchn.z03.azurefd.net/img/clubs/pueyrredon.png,pueyrredon-m15-c,25,2022 2025,3,la institución existe; el equipo juvenil no
